,isbn13,isbn10,title,authors,categories,description,published_year,average_rating,num_pages,ratings_count,cleaned_description
74,9780007154845,0007154844,The Mysterious Mr. Quin,Agatha Christie,Detective and mystery stories,"A mysterious stranger appears at a New Year's Eve party, becoming the enigmatic sleuthing sidekick to the snobbish Mr Satterthwaite... So far, it had been a typical New Year's Eve house party. But Mr Satterthwaite - a keen observer of human nature - sensed that the real drama of the evening was yet to unfold. So it proved when a mysterious stranger arrived after midnight. Who was this Mr Quin? And why did his presence have such a pronounced effect on Eleanor Portal, the woman with the dyed-black hair?",2003,4,396,7514,mysterious stranger appears new year s eve party becoming enigmatic sleuthing sidekick snobbish mr satterthwaite far typical new year s eve house party mr satterthwaite keen observer human nature sensed real drama evening yet unfold proved mysterious stranger arrived midnight mr quin presence pronounced effect eleanor portal woman dyed black hair
75,9780007154883,0007154887,The Listerdale Mystery,Agatha Christie,Detective and mystery stories,"A selection of mysteries, some light-hearted, some romantic, some very deadly... Twelve tantalizing cases... the curious disappearance of Lord Listerdale; a newlywed's fear of her ex-fiance; a strange encounter on a train; a domestic murder investigation; a wild man's sudden personality change; a retired inspector's hunt for a murderess; a young woman's impersonation of a duchess; a necklace hidden in a basket of cherries; a mystery writer's arrest for murder; an astonishing marriage proposal; a soprano's hatred for a baritone; the case of the rajah's emerald. All have one thing in common: the skilful hand of Agatha Christie.",2003,4,317,178,selection mysteries light hearted romantic deadly twelve tantalizing cases curious disappearance lord listerdale newlywed s fear ex fiance strange encounter train domestic murder investigation wild man s sudden personality change retired inspector s hunt murderess young woman s impersonation duchess necklace hidden basket cherries mystery writer s arrest murder astonishing marriage proposal soprano s hatred baritone case rajah s emerald one thing common skilful hand agatha christie
77,9780007158515,0007158513,I Can Read with Me Eyes Shut!,Dr. Seuss,"Authors, American",Nonsense rhyming story. 4 yrs+,2003,4,48,16561,nonsense rhyming story 4 yrs
78,9780007158522,0007158521,"Oh, the Places You'll Go!",Dr. Seuss,Adventure stories,From bang-ups and hang-ups to lurches and slumps. Dr. Seuss takes a hilarious look at the mishaps and misadventures that life may have in store for us.,2003,4,48,926,bang ups hang ups lurches slumps dr seuss takes hilarious look mishaps misadventures life may store us
80,9780007171996,0007171994,The Return of the King,J. R. R. Tolkien,"Baggins, Frodo (Fictitious character)","THE GREATEST FANTASY EPIC OF OUR TIME While the evil might of the Dark Lord Sauron swarmed out to conquer all Middle-earth, Frodo and Sam struggled deep into Mordor, seat of Sauron's power. To defeat the Dark Lord, the accursed Ring of Power had to be destroyed in the fires of Mount Doom. But the way was impossibly hard, and Frodo was weakening. Weighed down by the compulsion of the Ring he began finally to despair. The awesome conclusion of J.R.R. Tolkien's The Lord of the Rings, beloved by millions of readers around the world.",2003,5,554,253,greatest fantasy epic time evil might dark lord sauron swarmed conquer middle earth frodo sam struggled deep mordor seat sauron s power defeat dark lord accursed ring power destroyed fires mount doom way impossibly hard frodo weakening weighed compulsion ring began finally despair awesome conclusion j r r tolkien s lord rings beloved millions readers around world
82,9780007173136,000717313X,I Wish that I Had Duck Feet,Dr. Seuss;Barney Tobey,Children's stories,"A boy imagines what it would be like if he had such things as duck feet, a whale spout, and an elephant's trunk.",2004,4,64,8903,boy imagines would like things duck feet whale spout elephant s trunk
83,9780007175222,0007175221,Oh Say Can You Say?,Dr. Seuss,Children's stories,Tie your tongue in terrible knots as you try to read aloud. Nonsense rhyming story.,2004,4,36,5726,tie tongue terrible knots try read aloud nonsense rhyming story
84,9780007178636,0007178638,There's a Boy in the Girls' Bathroom,Louis Sachar,Boys,A study guide for the novel There's a Boy in the Girl's bathroom.,2004,4,208,174,study guide novel there s boy girl s bathroom
85,9780007179817,0007179812,Microserfs,Douglas Coupland,Computer programmers,"At computer giant Microsoft, Dan, Susan, Abe, Todd and Bug are struggling to get a life. The job may be super cool, the pay may be astronomical, but they're heading nowhere, and however hard they work, however many shares they earn, they're never going to be as rich as Bill. And besides, with all the hours they're putting in, their best relationships are on e-mail. Something's got to give.",2004,4,371,436,computer giant microsoft dan susan abe todd bug struggling get life job may super cool pay may astronomical they re heading nowhere however hard work however many shares earn they re never going rich bill besides hours they re putting in best relationships e mail something s got give
87,9780007189953,0007189958,Where Rainbows End,Cecelia Ahern,Friendship,"The new warm and absorbing story from the author of PS, I LOVE YOU is a bittersweet tale of childhood friends Rosie and Alex whose relationship must survive many trials and tribulations, not least the discovery of their true feelings for one another.From naughty children to rebellious teenagers and mixed-up twenty- and thirty-somethings, Rosie and Alex have stuck by each other through thick and thin, even when Alex moved across the Atlantic to Boston and Rosie fell pregnant as a teenager. Alex supportsRosie through one of the most difficult times of her life -- a time when she should be out partying and going to university but is instead changing nappies and coping with a screaming baby. In return, Rosie is there for Alex when he strugglesthrough his medical internship and copes with a messy divorce. Throughout the ups and downs of each other's lives, they have remained a constant, a shoulder to cry on, someone to laugh and share their innermost feelings with.But can their friendship survive the years and the miles and, more critically, when they each marry someone else? Were they meant to be more than just good friends all along? Misunderstandings, circumstances and sheer bad luck",2004,4,454,642,new warm absorbing story author ps love bittersweet tale childhood friends rosie alex whose relationship must survive many trials tribulations least discovery true feelings one another from naughty children rebellious teenagers mixed up twenty thirty somethings rosie alex stuck thick thin even alex moved across atlantic boston rosie fell pregnant teenager alex supportsrosie one difficult times life time partying going university instead changing nappies coping screaming baby return rosie alex strugglesthrough medical internship copes messy divorce throughout ups downs other s lives remained constant shoulder cry on someone laugh share innermost feelings with but friendship survive years miles and critically marry someone else meant good friends along misunderstandings circumstances sheer bad luck
90,9780007195305,0007195303,The Known World,Edward P. Jones,African American plantation owners,An epic narrative that takes a look at slavery in all of its moral complexities.,2004,4,388,437,epic narrative takes look slavery moral complexities
